costat,curcd,datafmt,indfmt,consol,gvkey,datadate,cik,sic,fyear,act,at,che,dlc,dltt,invt,lct,lt,rect,seq,cogs,dp,ebit,ni,oibdp,sale,txt,xint,xsga,oancf,csho,prcc_f
A,USD,STD,INDL,C,001161,2024-12-31,0000002488,3674,2024,19049.0000,69226.0000,5156.0000,109.0000,2212.0000,5734.0000,7281.0000,11658.0000,6933.0000,57568.0000,11594.0000,2848.0000,2290.0000,1641.0000,5138.0000,25785.0000,381.0000,92.0000,9053.0000,3041.0000,1622.0000,120.790000000000
A,USD,STD,INDL,C,001166,2019-12-31,0000351483,3559,2019,1060.7960,2440.9030,558.7060,7.8580,17.7010,194.3500,359.7470,400.0440,284.4730,2040.8590,641.6950,82.5560,246.4300,369.2130,328.9860,1262.0750,60.2050,1.9820,291.3940,584.4680,48.8660,112.418000000000
A,USD,STD,INDL,C,001166,2020-12-31,0000351483,3559,2020,1146.3050,2687.9370,524.6180,7.4990,15.7240,195.5120,410.1660,452.2790,394.4560,2235.6580,754.1500,95.1090,394.3840,344.0120,489.4930,1600.9000,58.6700,2.4200,357.2570,338.1050,48.7150,220.179000000000
A,USD,STD,INDL,C,001166,2021-12-31,0000351483,3559,2021,1387.1480,3083.3900,559.0040,8.6140,18.0680,240.9320,463.6880,533.7860,567.9430,2549.6040,919.1490,106.4680,554.3180,562.6450,660.7860,1967.4720,116.7070,2.2880,387.5370,474.1930,48.5690,442.031000000000
A,USD,STD,INDL,C,001166,2022-12-31,0000351483,3559,2022,1786.7930,4008.6270,448.1400,10.1740,19.8830,575.4370,834.0610,1070.3130,726.9350,2938.3140,1221.0290,130.8450,685.1930,415.8610,816.0380,2576.6600,123.8280,1.6280,539.5930,630.9930,49.3260,251.497000000000
A,USD,STD,INDL,C,001166,2023-12-31,0000351483,3559,2023,1999.4320,4671.9930,704.3970,12.0200,25.0740,581.0690,816.6080,1105.2520,663.4610,3566.7410,1311.3570,194.8260,722.5330,831.3000,917.3590,2911.8460,126.5050,4.3610,683.1300,847.4030,49.2020,519.133000000000
A,USD,STD,INDL,C,001166,2024-12-31,0000351483,3559,2024,2500.6150,5344.2010,959.2180,12.0840,24.4210,587.0290,1242.6150,1464.7230,912.3030,3879.4780,1300.3520,202.2500,831.5050,709.9490,1033.7550,3036.2860,188.6010,1.9510,702.1790,943.5030,49.0980,578.636000000000
A,USD,STD,INDL,C,001186,2019-12-31,0000002809,1040,2019,1193.5600,8789.8850,414.1540,374.6930,1466.2430,580.0680,775.6380,3678.3710,89.4420,5111.5140,901.8840,554.5760,812.6660,473.1660,1367.2420,2494.8920,265.5760,103.4150,225.7660,881.6920,239.6190,61.610000000000
A,USD,STD,INDL,C,001186,2020-12-31,0000002809,1040,2020,1247.1880,9614.7550,406.4630,20.8520,1664.6640,630.4740,515.6980,3931.5420,83.1890,5683.2130,1424.1520,662.1430,822.0380,511.6070,1484.1810,3138.1130,255.9580,94.4280,229.7800,1192.0540,242.8840,70.510000000000
A,USD,STD,INDL,C,001186,2021-12-31,0000002809,1040,2021,1302.3880,10186.7760,191.0740,257.9880,1438.6680,878.9440,761.8130,4205.9410,127.2630,5980.8350,1756.6880,745.2590,1027.4140,543.0090,1772.6730,3823.8780,360.4000,88.9970,294.5170,1315.9940,245.0020,53.140000000000
A,USD,STD,INDL,C,001186,2022-12-31,0000002809,1040,2022,2180.0590,23494.8080,668.5210,136.4660,1356.9460,1209.0750,946.4220,7253.4630,143.9000,16241.3450,2539.8210,1121.0590,1546.4090,670.2490,2667.4680,5741.1620,445.1740,70.6280,533.8730,2096.6360,456.4650,51.990000000000
A,USD,STD,INDL,C,001186,2023-12-31,0000002809,1040,2023,2191.1520,28684.9490,348.8470,146.3940,1858.2400,1418.9410,1048.0260,9262.0340,184.9030,19422.9150,3466.1630,1527.3890,1161.7330,1941.3070,2689.1220,6626.9090,417.7620,100.3580,471.6240,2601.5620,497.2990,54.850000000000
A,USD,STD,INDL,C,001186,2024-12-31,0000002809,1040,2024,2805.2810,29987.0180,933.7370,130.3050,1151.8770,1510.7160,1511.9650,9154.1180,189.6260,20832.9000,3086.0800,1562.6100,3149.4290,1895.5810,4712.0390,8285.7530,925.9740,95.7370,487.6340,3960.8920,501.7300,78.210000000000
A,USD,STD,INDL,C,001209,2019-09-30,0000002969,2810,2019,4618.3000,18942.8000,2414.7000,98.6000,3227.4000,388.3000,1820.9000,7554.5000,1415.4000,11053.6000,4892.7000,1082.8000,2120.5000,1760.0000,3203.3000,8918.9000,480.1000,150.5000,822.9000,2969.9000,220.4150,221.860000000000
A,USD,STD,INDL,C,001209,2020-09-30,0000002969,2810,2020,8684.9000,25168.5000,6357.9000,548.4000,7765.9000,404.8000,2416.7000,12725.4000,1417.4000,12079.8000,4673.1000,1185.0000,2138.4000,1886.7000,3323.4000,8856.3000,478.4000,125.2000,859.8000,3264.7000,221.0170,297.860000000000
A,USD,STD,INDL,C,001209,2021-09-30,0000002969,2810,2021,8376.3000,26859.2000,5800.8000,565.5000,7653.7000,453.9000,2799.1000,12771.2000,1655.1000,13539.7000,5864.8000,1321.3000,2215.0000,2099.1000,3536.3000,10323.0000,462.8000,170.1000,921.9000,3341.9000,221.3970,256.110000000000
A,USD,STD,INDL,C,001209,2022-09-30,0000002969,2810,2022,6282.9000,27192.6000,3301.7000,649.0000,7677.9000,514.2000,3465.8000,13490.2000,1941.2000,13144.0000,8000.3000,1338.2000,2356.6000,2256.1000,3694.8000,12698.6000,500.8000,169.0000,1003.5000,3230.2000,221.8390,232.730000000000
A,USD,STD,INDL,C,001209,2023-09-30,0000002969,2810,2023,5200.5000,32002.5000,1949.2000,969.2000,10062.4000,651.8000,3895.8000,16342.2000,2162.7000,14312.9000,7474.7000,1358.3000,2704.4000,2300.2000,4062.7000,12600.0000,551.2000,292.9000,1062.6000,3206.3000,222.2000,283.400000000000
A,USD,STD,INDL,C,001209,2024-09-30,0000002969,2810,2024,6363.0000,39574.6000,2984.7000,795.2000,14210.9000,766.0000,4179.6000,20900.9000,2168.2000,17036.5000,6717.6000,1451.1000,2889.3000,3828.2000,4340.4000,12100.6000,944.9000,507.9000,1042.6000,3646.7000,222.3720,297.740000000000
A,USD,STD,INDL,C,001210,2019-03-31,0000353184,4513,2018,71.3480,115.1420,15.2380,24.7350,32.9180,29.9680,52.7940,86.3080,24.2620,24.3580,195.6850,7.6860,8.0870,1.3400,15.7730,249.8340,1.5020,3.3400,38.3760,20.9360,2.0230,30.190000000000
A,USD,STD,INDL,C,001210,2020-03-31,0000353184,4513,2019,98.4860,151.4270,18.3330,43.8580,50.6090,60.6230,67.7460,120.3360,14.2510,24.0060,184.2150,5.6810,7.2720,7.6560,12.9530,236.7850,-0.5440,4.6950,39.6170,-25.0740,2.8820,12.510000000000
A,USD,STD,INDL,C,001210,2021-03-31,0000353184,4513,2020,105.7740,140.7500,18.8410,7.0090,88.9320,71.9710,28.1790,119.4380,10.8940,13.7250,146.7480,3.1070,-8.9980,-7.2770,-5.8910,175.1210,-3.3870,4.6400,34.2640,-1.8190,2.8820,23.770000000000
A,USD,STD,INDL,C,001210,2022-03-31,0000353184,4513,2021,128.2430,207.5990,10.9180,7.9250,136.0600,75.1670,30.9070,171.1210,32.0520,24.6130,136.6030,1.8600,-0.3030,10.9280,1.5570,177.0770,1.1690,5.1750,38.9170,-33.0840,2.8660,22.750000000000
A,USD,STD,INDL,C,001210,2023-03-31,0000353184,4513,2022,116.5570,189.5620,9.4510,40.4000,97.1200,71.1250,64.2860,163.8700,28.6940,11.9040,201.6600,4.1620,-3.8830,-12.2950,0.2790,247.3230,0.4320,8.2630,45.3840,16.9090,2.8180,25.050000000000
A,USD,STD,INDL,C,001210,2024-03-31,0000353184,4513,2023,102.8770,177.1670,9.2350,16.1190,109.0830,60.7200,46.8410,158.3710,22.9110,4.7700,228.7460,2.7980,1.2820,-6.8190,4.0800,286.8340,0.7290,7.0080,54.0080,17.1780,2.7750,22.200000000000
A,USD,STD,INDL,C,001224,2019-09-30,0000003146,4924,2019,122.2000,1743.6000,0.0000,168.7000,372.2000,42.9000,304.6000,913.6000,39.7000,830.0000,313.8000,56.2000,95.5000,60.3000,151.7000,465.5000,20.5000,21.7000,,141.1000,1.9720,
A,USD,STD,INDL,C,001224,2020-09-30,0000003146,4924,2020,95.6000,2051.4000,0.0000,123.2000,476.5000,30.9000,251.1000,1199.7000,32.3000,851.7000,292.8000,59.3000,102.9000,65.7000,162.2000,455.0000,22.0000,22.5000,,140.7000,1.9720,
A,USD,STD,INDL,C,001224,2021-09-30,0000003146,4924,2021,127.4000,2170.5000,0.0000,100.9000,573.9000,46.3000,257.3000,1289.0000,50.2000,881.5000,314.9000,62.1000,117.0000,73.8000,179.1000,494.0000,25.0000,23.4000,,136.4000,1.9720,
A,USD,STD,INDL,C,001224,2022-09-30,0000003146,4924,2022,230.1000,2409.1000,2.4000,262.8000,596.1000,88.8000,441.1000,1503.1000,71.4000,906.0000,329.7000,66.8000,112.6000,68.5000,179.4000,509.1000,23.2000,24.5000,,17.2000,1.9720,
A,USD,STD,INDL,C,001224,2023-09-30,0000003146,4924,2023,168.6000,2449.3000,1.2000,126.0000,769.4000,71.5000,240.3000,1521.3000,44.3000,928.0000,382.1000,69.3000,119.7000,66.0000,189.0000,571.1000,20.3000,37.2000,,129.9000,1.9720,
A,USD,STD,INDL,C,001224,2024-09-30,0000003146,4924,2024,129.4000,2496.3000,1.5000,85.3000,733.6000,56.0000,249.4000,1548.0000,36.3000,948.3000,367.8000,72.8000,138.3000,80.1000,211.1000,578.9000,26.9000,34.9000,,247.9000,1.9720,
A,USD,STD,INDL,C,001225,2019-12-31,0000003153,4911,2019,2586.0000,29152.0000,894.0000,301.0000,8377.0000,724.0000,2060.0000,19906.0000,646.0000,9246.0000,3739.0000,793.0000,1593.0000,1085.0000,2386.0000,6125.0000,270.0000,336.0000,,1779.0000,30.5380,
A,USD,STD,INDL,C,001225,2020-12-31,0000003153,4911,2020,2247.0000,30803.0000,530.0000,362.0000,8677.0000,781.0000,2199.0000,20702.0000,635.0000,10101.0000,3324.0000,812.0000,1694.0000,1165.0000,2506.0000,5830.0000,337.0000,338.0000,,1742.0000,30.5380,
A,USD,STD,INDL,C,001225,2021-12-31,0000003153,4911,2021,2709.0000,32982.0000,1060.0000,805.0000,9002.0000,707.0000,2702.0000,21978.0000,626.0000,11004.0000,3748.0000,859.0000,1806.0000,1253.0000,2665.0000,6413.0000,372.0000,340.0000,,2053.0000,30.5380,
A,USD,STD,INDL,C,001225,2022-12-31,0000003153,4911,2022,2924.0000,34970.0000,687.0000,310.0000,10396.0000,786.0000,2414.0000,23283.0000,845.0000,11687.0000,5000.0000,875.0000,1942.0000,1351.0000,2817.0000,7817.0000,423.0000,382.0000,,1639.0000,30.5380,
A,USD,STD,INDL,C,001225,2023-12-31,0000003153,4911,2023,3077.0000,35780.0000,324.0000,275.0000,11041.0000,1049.0000,2304.0000,23447.0000,869.0000,12333.0000,4014.0000,1401.0000,1635.0000,1370.0000,3036.0000,7050.0000,81.0000,425.0000,,2079.0000,30.5380,
A,USD,STD,INDL,C,001225,2024-12-31,0000003153,4911,2024,2991.0000,36538.0000,585.0000,669.0000,10575.0000,1038.0000,2878.0000,23450.0000,894.0000,13088.0000,4098.0000,1459.0000,1997.0000,1403.0000,3456.0000,7554.0000,360.0000,448.0000,,2895.0000,30.5380,
A,USD,STD,INDL,C,001230,2019-12-31,0000766421,4512,2019,2037.0000,12993.0000,1521.0000,504.0000,2703.0000,72.0000,3201.0000,8662.0000,323.0000,4331.0000,6379.0000,423.0000,1107.0000,769.0000,1530.0000,8781.0000,247.0000,78.0000,872.0000,1722.0000,123.0000,67.750000000000
A,USD,STD,INDL,C,001230,2020-12-31,0000766421,4512,2020,4006.0000,14046.0000,3346.0000,1428.0000,3625.0000,57.0000,4293.0000,11058.0000,480.0000,2988.0000,4342.0000,420.0000,-1704.0000,-1324.0000,-1284.0000,3566.0000,-516.0000,98.0000,508.0000,-234.0000,124.2180,52.000000000000
A,USD,STD,INDL,C,001230,2021-12-31,0000766421,4512,2021,3920.0000,13951.0000,3116.0000,634.0000,3452.0000,62.0000,3991.0000,10150.0000,546.0000,3801.0000,5342.0000,394.0000,-240.0000,478.0000,154.0000,6176.0000,151.0000,128.0000,680.0000,1030.0000,125.9060,52.100000000000
A,USD,STD,INDL,C,001230,2022-12-31,0000766421,4512,2022,3040.0000,14186.0000,2417.0000,504.0000,3276.0000,104.0000,4493.0000,10370.0000,296.0000,3816.0000,7553.0000,415.0000,694.0000,58.0000,1109.0000,9646.0000,21.0000,108.0000,984.0000,1418.0000,127.5340,42.940000000000
A,USD,STD,INDL,C,001230,2023-12-31,0000766421,4512,2023,2705.0000,14613.0000,1791.0000,511.0000,3307.0000,116.0000,4459.0000,10500.0000,383.0000,4113.0000,8106.0000,451.0000,837.0000,235.0000,1288.0000,10426.0000,88.0000,121.0000,1032.0000,1050.0000,126.0900,39.070000000000
A,USD,STD,INDL,C,001230,2024-12-31,0000766421,4512,2024,3760.0000,19768.0000,2504.0000,657.0000,5736.0000,199.0000,6145.0000,15396.0000,558.0000,4372.0000,9034.0000,583.0000,915.0000,395.0000,1498.0000,11735.0000,150.0000,171.0000,1203.0000,1464.0000,123.1190,64.750000000000
I,USD,STD,INDL,C,001234,2019-12-31,0000701288,3841,2019,132.3380,262.0310,68.8140,0.2990,0.2680,42.0930,11.2740,24.1610,18.8860,237.8700,73.5250,10.8530,40.5290,36.7610,51.3820,155.0660,6.4070,0.0000,30.1590,42.4650,1.8550,751.500000000000
I,USD,STD,INDL,C,001234,2020-12-31,0000701288,3841,2020,112.3190,266.8900,41.7080,0.0000,,50.2980,13.6360,,16.4450,240.4420,69.7760,11.6520,35.6680,32.1150,47.3200,147.5910,6.3520,0.0000,30.4950,38.9700,1.8260,642.240000000000
I,USD,STD,INDL,C,001234,2021-12-31,0000701288,3841,2021,136.5710,267.2640,61.3230,0.0000,,50.7780,13.3460,,21.0230,244.2960,82.7510,12.8860,36.0420,33.0550,48.9280,165.0090,5.3740,0.0000,33.3300,38.7980,1.8010,704.900000000000
I,USD,STD,INDL,C,001234,2022-12-31,0000701288,3841,2022,119.3970,264.7120,25.8830,0.0000,,65.7930,18.0980,,23.9510,239.5410,93.7900,13.8120,39.6870,35.0080,53.4990,183.5060,5.6090,0.0000,36.2170,28.7890,1.7610,559.450000000000
I,USD,STD,INDL,C,001234,2023-12-31,0000701288,3841,2023,114.7650,260.8250,6.2560,0.0000,,82.3070,12.6210,,23.0290,242.8890,91.8400,15.0980,22.5790,19.4110,37.6770,169.3260,2.9640,0.1490,39.8090,20.0060,1.7600,378.790000000000
A,USD,STD,INDL,C,001254,2019-12-31,0000003453,4400,2019,289.6000,2845.4000,28.4000,115.0000,1108.0000,0.0000,436.7000,2039.7000,218.7000,805.7000,1780.6000,97.4000,108.3000,82.7000,205.7000,2203.1000,25.1000,38.1000,216.8000,248.8000,42.9000,40.800000000000
A,USD,STD,INDL,C,001254,2020-12-31,0000003453,4400,2020,305.9000,2900.6000,19.7000,131.6000,872.5000,0.0000,511.5000,1939.4000,253.7000,961.2000,1796.3000,108.0000,254.0000,193.1000,362.0000,2383.3000,65.9000,34.8000,225.0000,429.8000,43.2000,56.970000000000
A,USD,STD,INDL,C,001254,2021-12-31,0000003453,4400,2021,704.5000,3693.1000,287.7000,202.6000,857.1000,0.0000,612.4000,2025.7000,366.8000,1667.4000,2429.6000,128.0000,1131.2000,927.4000,1259.2000,3925.3000,243.9000,22.8000,236.5000,984.1000,41.0000,90.030000000000
A,USD,STD,INDL,C,001254,2022-12-31,0000003453,4400,2022,759.6000,4330.0000,253.7000,220.5000,690.2000,0.0000,581.6000,2033.1000,439.3000,2296.9000,2676.6000,134.9000,1270.5000,1063.9000,1405.4000,4343.0000,288.4000,18.7000,261.0000,1271.9000,36.3000,62.510000000000
A,USD,STD,INDL,C,001254,2023-12-31,0000003453,4400,2023,602.3000,4294.6000,136.3000,176.4000,548.6000,0.0000,562.3000,1893.9000,404.6000,2400.7000,2332.7000,138.0000,340.6000,297.1000,478.6000,3094.6000,75.9000,14.8000,283.3000,510.5000,34.4000,109.600000000000
A,USD,STD,INDL,C,001254,2024-12-31,0000003453,4400,2024,609.6000,4595.4000,266.8000,168.7000,580.3000,0.0000,560.4000,1943.4000,270.9000,2652.0000,2417.7000,148.2000,552.3000,476.4000,700.5000,3421.8000,123.0000,11.9000,303.6000,767.8000,33.0000,134.840000000000
A,USD,STD,FS,C,001257,2019-12-31,0000003499,6798,2019,,1265.5110,,,975.8060,0.0000,,1011.9960,,253.5150,,31.3510,,,,,0.0000,38.9010,,,,330.350000000000
A,USD,STD,INDL,C,001257,2019-12-31,0000003499,6798,2019,,1265.5110,313.9770,0.0000,975.8060,0.0000,,1011.9960,172.4680,253.5150,121.0890,0.0000,99.4890,60.0750,99.4890,226.3500,0.0000,38.9010,5.7720,126.0700,5.1070,330.350000000000
A,USD,STD,FS,C,001257,2020-12-31,0000003499,6798,2020,,1404.1380,,68.0000,1092.4060,0.0000,,1200.9100,,203.2280,,31.9710,,,,,0.0000,24.2040,,,,277.350000000000
A,USD,STD,INDL,C,001257,2020-12-31,0000003499,6798,2020,,1404.1380,449.8770,68.0000,1092.4060,0.0000,,1200.9100,153.3900,203.2280,120.7600,0.0000,82.9120,41.9390,82.9120,209.9790,0.0000,24.2040,6.3070,78.0660,5.1070,277.350000000000
A,USD,STD,FS,C,001257,2021-12-31,0000003499,6798,2021,,1391.9650,,,1093.2150,0.0000,,1139.3760,,252.5890,,32.6070,,,,,0.0000,19.6860,,,,260.300000000000
A,USD,STD,INDL,C,001257,2021-12-31,0000003499,6798,2021,,1391.9650,483.5050,0.0000,1093.2150,0.0000,,1139.3760,141.8420,252.5890,124.0270,0.0000,76.1970,132.9300,76.1970,206.1480,0.0000,19.6860,5.9240,118.4650,5.1070,260.300000000000
A,USD,STD,FS,C,001257,2022-12-31,0000003499,6798,2022,,1397.7760,,,1111.1170,0.0000,,1161.2770,,236.4990,,29.7970,,,,,0.0000,28.6020,,,,220.060000000000
A,USD,STD,INDL,C,001257,2022-12-31,0000003499,6798,2022,,1397.7760,214.4780,0.0000,1111.1170,0.0000,,1161.2770,132.2020,236.4990,120.2430,0.0000,79.4650,57.6320,79.4650,205.8140,0.0000,28.6020,6.1060,102.5490,5.1070,220.060000000000
A,USD,STD,FS,C,001257,2023-12-31,0000003499,6798,2023,,1403.6800,,500.0000,613.0030,0.0000,,1166.0230,,237.6570,,32.8980,,,,,0.0000,58.2970,,,,213.570000000000
A,USD,STD,INDL,C,001257,2023-12-31,0000003499,6798,2023,,1403.6800,552.9770,500.0000,613.0030,0.0000,,1166.0230,130.9420,237.6570,134.1080,0.0000,84.5130,102.4130,84.5130,224.9620,0.0000,58.2970,6.3410,109.1110,5.1070,213.570000000000
A,USD,STD,FS,C,001257,2024-12-31,0000003499,6798,2024,,1341.2950,,502.5440,506.3360,0.0000,,1164.4360,,176.8590,,34.7820,,,,,0.0000,62.8180,,,,200.060000000000
A,USD,STD,INDL,C,001257,2024-12-31,0000003499,6798,2024,,1341.2950,393.8360,502.5440,506.3360,0.0000,,1164.4360,116.8620,176.8590,138.0220,0.0000,81.8330,43.4440,81.8330,226.3740,0.0000,62.8180,6.5190,54.1060,5.1070,200.060000000000
A,CAD,STD,INDL,C,001262,2019-12-31,,4400,2019,114.4290,1147.3770,18.8650,80.1350,255.0940,10.5830,156.8450,486.9560,75.5570,660.4210,408.2400,70.0150,58.3700,24.1590,128.3850,567.9080,5.1090,19.9370,31.2830,137.7580,37.8250,13.040000000000
A,CAD,STD,INDL,C,001262,2020-12-31,,4400,2020,188.7760,1223.0960,103.9100,0.3370,390.8180,8.8800,179.3230,662.4800,69.7190,560.6160,368.6120,75.1540,72.1670,45.8500,147.3210,545.6600,9.5030,19.5170,29.7270,157.0610,37.8010,13.920000000000
A,CAD,STD,INDL,C,001262,2021-12-31,,4400,2021,190.5740,1200.0830,108.9420,0.2820,391.9350,12.4550,84.5110,559.8000,60.6120,640.2830,405.3070,67.8520,93.1630,82.1700,161.0150,598.8730,11.8120,20.2450,32.5510,162.3810,37.8010,17.030000000000
A,CAD,STD,INDL,C,001262,2022-12-31,,4400,2022,250.3300,1365.6970,141.9680,5.3080,397.4780,19.1260,150.8280,639.6730,69.0770,726.0240,490.0440,65.4290,87.9020,119.9660,153.3310,677.9420,16.9170,19.7590,34.5670,133.1300,38.0020,18.220000000000
A,CAD,STD,INDL,C,001262,2023-12-31,,4400,2023,161.3910,1344.1560,32.8310,60.7940,316.5790,15.7890,147.1870,565.8470,100.3660,778.3090,539.0890,66.0490,74.5320,82.8700,140.5810,721.2200,11.3600,20.0040,41.5500,124.2070,38.6500,14.950000000000
A,CAD,STD,INDL,C,001262,2024-12-31,,4400,2024,139.3450,1523.9530,3.5450,78.4650,334.1220,15.6810,189.6810,624.1050,110.0440,899.8480,518.0900,71.3570,75.1450,91.6380,146.5020,703.4440,2.8860,22.3580,38.8520,155.3890,40.5680,14.800000000000
A,CAD,STD,INDL,C,001263,2019-03-31,0001860805,3312,2018,,,,,,,,,,,,,,,,,,,,,,
A,CAD,STD,INDL,C,001263,2020-03-31,0001860805,3312,2019,,,,,,,,,,,,,,,,,,,,,,
A,CAD,STD,INDL,C,001263,2021-03-31,0001860805,3312,2020,,,,,,,,,,,,,,,,,,,,,,
A,CAD,STD,INDL,C,001263,2022-03-31,0001860805,3312,2021,1916.5000,2693.6000,919.2000,10.1000,86.1000,480.0000,537.5000,1111.0000,402.3000,1582.6000,2204.7000,87.7000,1411.0000,857.7000,1498.7000,3806.0000,298.9000,48.6000,102.6000,1263.4000,147.9580,14.040000000000
A,CAD,STD,INDL,C,001263,2023-03-31,0001860805,3312,2022,1366.3000,2455.6000,251.3000,11.9000,110.8000,722.7000,343.4000,993.4000,291.2000,1462.2000,2293.8000,95.2000,290.5000,298.5000,385.7000,2778.5000,77.6000,17.9000,99.0000,177.3000,103.5680,10.950000000000
A,CAD,STD,INDL,C,001263,2024-03-31,0001860805,3312,2023,1262.5000,2676.0000,101.8000,16.5000,140.0000,807.8000,428.5000,1173.6000,266.7000,1502.4000,2398.8000,118.3000,164.0000,105.2000,282.3000,2795.8000,39.7000,22.3000,114.7000,294.9000,104.1030,11.550000000000
A,CAD,STD,INDL,C,001263,2024-12-31,0001860805,3312,2024,1506.4000,3186.2000,267.0000,25.4000,646.8000,879.2000,490.3000,1677.7000,311.9000,1508.5000,1855.4000,107.5000,-225.0000,-167.0000,-117.5000,1841.1000,-46.2000,51.4000,103.2000,-38.9000,104.8590,14.080000000000
A,USD,STD,INDL,C,001266,2019-09-30,0000003545,0100,2019,61.9770,417.3880,18.6300,5.3380,156.7420,40.1430,28.9510,217.9900,0.7130,194.3030,64.0500,13.9240,29.8280,37.8330,43.7520,122.2510,12.7830,8.1990,14.4490,48.8320,7.4770,34.020000000000
A,USD,STD,INDL,C,001266,2020-09-30,0000003545,0100,2020,51.8990,423.9370,3.1630,9.6570,141.2530,40.8550,21.1580,202.1550,5.1280,216.3410,64.6970,14.5200,2.3960,23.6620,16.9160,92.5070,7.6630,7.2090,10.8940,1.0490,7.4930,28.620000000000
A,USD,STD,INDL,C,001266,2021-09-30,0000003545,0100,2021,54.9130,433.2170,0.8860,4.6080,121.0650,43.3770,22.3060,185.6120,9.3380,242.2030,73.8480,15.1220,9.4830,34.8590,24.6050,108.5640,11.5670,5.4180,10.1110,16.5040,7.5260,34.240000000000
A,USD,STD,INDL,C,001266,2022-09-30,0000003545,0100,2022,31.6160,409.2550,0.8650,3.4500,108.2270,27.6820,16.5250,160.3900,1.4400,243.7420,69.6300,15.2290,-2.9910,12.4590,12.2380,91.9470,1.0690,4.8170,10.0790,6.5230,7.5870,28.240000000000
A,USD,STD,INDL,C,001266,2023-09-30,0000003545,0100,2023,58.8050,428.3530,1.0620,2.8200,126.4370,52.4810,15.0650,177.9760,1.9120,244.9910,45.8400,15.4870,-32.1240,1.8350,-16.6370,39.8460,0.8010,6.3500,10.6430,-6.2540,7.6110,24.960000000000
A,USD,STD,INDL,C,001266,2024-09-30,0000003545,0100,2024,40.6270,398.7190,3.1500,1.5630,90.8770,30.0840,10.6510,142.4240,2.7290,251.1590,39.9170,15.0100,-19.3550,6.9730,-4.3450,46.6430,4.5970,4.7980,11.0710,-30.4970,7.6290,27.970000000000
A,USD,STD,INDL,C,001272,2019-06-30,0000745543,5500,2019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0740,0.0740,0.0000,-0.0740,0.0000,0.0000,-0.0140,-0.0140,-0.0140,0.0000,0.0000,0.0000,0.0140,0.0000,2964.1820,0.000400000000
A,USD,STD,INDL,C,001272,2020-06-30,0000745543,5500,2020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0910,0.0910,0.0000,-0.0910,0.0000,0.0000,-0.0170,-0.0170,-0.0170,0.0000,0.0000,0.0000,0.0170,0.0000,2964.1820,0.000200000000
A,USD,STD,INDL,C,001272,2021-06-30,0000745543,5500,2021,0.0000,0.0000,0.0000,0.0040,0.0000,0.0000,0.1110,0.1110,0.0000,-0.1110,0.0000,0.0000,-0.0280,-0.0280,-0.0280,0.0000,0.0000,0.0000,0.0280,-0.0040,0.0310,2.000000000000
A,USD,STD,INDL,C,001272,2022-06-30,0000745543,5500,2022,0.0000,0.0000,0.0000,0.0040,0.0000,0.0000,0.1050,0.1050,0.0000,-0.1050,0.0000,0.0000,-0.0130,-0.0130,-0.0130,0.0000,0.0000,0.0000,0.0130,0.0000,200.0310,5.000000000000
A,USD,STD,INDL,C,001272,2023-06-30,0000745543,5500,2023,0.0000,0.0000,0.0000,0.0040,0.0000,0.0000,0.1280,0.1280,0.0000,-0.1280,0.0000,0.0000,-0.0240,-0.0240,-0.0240,0.0000,0.0000,0.0000,0.0240,0.0000,200.0310,7.990000000000
I,USD,STD,FS,C,001274,2019-12-31,0000775368,6331,2019,,26931.6040,,,1992.2130,,,17950.1170,,8776.7340,,,,,,,233.4350,99.9570,,,,799.570000000000
I,USD,STD,INDL,C,001274,2019-12-31,0000775368,6331,2019,,26931.6040,2692.7740,0.0000,1992.2130,,,17950.1170,3416.7750,8776.7340,7697.6100,119.5130,1208.5930,857.8010,1328.1060,9025.7160,233.4350,99.9570,,714.4050,14.3650,799.570000000000
I,USD,STD,FS,C,001274,2020-12-31,0000775368,6331,2020,,28927.0100,,,2391.4460,,,19937.4810,,8755.7200,,,,,,,30.7340,88.1520,,,,603.690000000000
I,USD,STD,INDL,C,001274,2020-12-31,0000775368,6331,2020,,28927.0100,2100.4500,0.0000,2391.4460,,,19937.4810,3688.6250,8755.7200,8490.9480,160.0020,292.5690,101.7540,452.5710,8943.5190,30.7340,88.1520,,1036.8340,14.0410,603.690000000000
I,USD,STD,FS,C,001274,2021-12-31,0000775368,6331,2021,,32268.6750,,,3115.6990,,,22764.4470,,9186.8820,,,,,,,281.9250,102.3080,,,,667.590000000000
